OFFICE,QUARTER,PROGRAM,CATEGORY,AMOUNT
2018 HON. DANNY K. DAVIS,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,275156.22
2018 HON. DANNY K. DAVIS,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,217.41
2018 HON. DANNY K. DAVIS,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17716.75
2018 HON. DANNY K. DAVIS,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3909.06
2018 HON. DANNY K. DAVIS,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6128.54
2018 HON. DARIN LAHOOD,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3790.5
2018 HON. DARIN LAHOOD,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,24303.59
2018 HON. DARIN LAHOOD,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6462.85
2018 HON. DARIN LAHOOD,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,221408.33
2018 HON. DARIN LAHOOD,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,9187.31
2018 HON. DARIN LAHOOD,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26464.61
2018 HON. DARIN LAHOOD,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,450.27
2018 HON. DARIN LAHOOD,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14163.73
2018 HON. DARRELL E. ISSA,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,295.74
2018 HON. DARRELL E. ISSA,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-85.6
2018 HON. DARRELL E. ISSA,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6882.5
2018 HON. DARRELL E. ISSA,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,210630.62
2018 HON. DARRELL E. ISSA,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,744.05
2018 HON. DARRELL E. ISSA,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21667.7
2018 HON. DARRELL E. ISSA,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4690.82
2018 HON. DARRELL E. ISSA,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6398.72
2018 HON. DARREN SOTO,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1682.34
2018 HON. DARREN SOTO,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,740.7
2018 HON. DARREN SOTO,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11874.5
2018 HON. DARREN SOTO,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,297167.32
2018 HON. DARREN SOTO,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,41136.07
2018 HON. DARREN SOTO,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,31689.97
2018 HON. DARREN SOTO,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4665.88
2018 HON. DARREN SOTO,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14288.39
2018 HON. DAVE BRAT,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1053.87
2018 HON. DAVE BRAT,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22945.41
2018 HON. DAVE BRAT,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5495
2018 HON. DAVE BRAT,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,205880.56
2018 HON. DAVE BRAT,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,26736.23
2018 HON. DAVE BRAT,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17304.04
2018 HON. DAVE BRAT,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4525.36
2018 HON. DAVE BRAT,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4149.8
2018 HON. DAVID A. TROTT,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,655.38
2018 HON. DAVID A. TROTT,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,133.35
2018 HON. DAVID A. TROTT,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5990
2018 HON. DAVID A. TROTT,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,237072.78
2018 HON. DAVID A. TROTT,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,335
2018 HON. DAVID A. TROTT,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10463.71
2018 HON. DAVID A. TROTT,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3482.52
2018 HON. DAVID A. TROTT,Q2,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,24.15
2018 HON. DAVID A. TROTT,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14155.12
2018 HON. DAVID B. MCKINLEY,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,271.2
2018 HON. DAVID B. MCKINLEY,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,675.72
2018 HON. DAVID B. MCKINLEY,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11490
2018 HON. DAVID B. MCKINLEY,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,219019.42
2018 HON. DAVID B. MCKINLEY,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1310.38
2018 HON. DAVID B. MCKINLEY,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18880.47
2018 HON. DAVID B. MCKINLEY,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3746.37
2018 HON. DAVID B. MCKINLEY,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12739.11
2018 HON. DAVID E. PRICE,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,827.8
2018 HON. DAVID E. PRICE,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,735.17
2018 HON. DAVID E. PRICE,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5355
2018 HON. DAVID E. PRICE,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,244285.31
2018 HON. DAVID E. PRICE,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,233.5
2018 HON. DAVID E. PRICE,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23908.98
2018 HON. DAVID E. PRICE,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2046.44
2018 HON. DAVID E. PRICE,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9420.84
2018 HON. DAVID G. REICHERT,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,0
2018 HON. DAVID G. REICHERT,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,187.9
2018 HON. DAVID G. REICHERT,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12180
2018 HON. DAVID G. REICHERT,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,234734.85
2018 HON. DAVID G. REICHERT,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,170
2018 HON. DAVID G. REICHERT,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22927.15
2018 HON. DAVID G. REICHERT,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1064.65
2018 HON. DAVID G. REICHERT,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9036.1
2018 HON. DAVID G. VALADAO,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588
2018 HON. DAVID G. VALADAO,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4080.91
2018 HON. DAVID G. VALADAO,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6664.69
2018 HON. DAVID G. VALADAO,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,191606.11
2018 HON. DAVID G. VALADAO,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,23182.25
2018 HON. DAVID G. VALADAO,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17718.03
2018 HON. DAVID G. VALADAO,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5172.12
2018 HON. DAVID G. VALADAO,Q2,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,9.03
2018 HON. DAVID G. VALADAO,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,39352.18
2018 HON. DAVID KUSTOFF,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,628.71
2018 HON. DAVID KUSTOFF,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,26936.52
2018 HON. DAVID KUSTOFF,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. DAVID KUSTOFF,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,179589.82
2018 HON. DAVID KUSTOFF,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,37399.12
2018 HON. DAVID KUSTOFF,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23547.58
2018 HON. DAVID KUSTOFF,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1761.94
2018 HON. DAVID KUSTOFF,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18438.09
2018 HON. DAVID LOEBSACK,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1334.42
2018 HON. DAVID LOEBSACK,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,572.41
2018 HON. DAVID LOEBSACK,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6930
2018 HON. DAVID LOEBSACK,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,273737.73
2018 HON. DAVID LOEBSACK,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,234
2018 HON. DAVID LOEBSACK,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19668.26
2018 HON. DAVID LOEBSACK,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1167.19
2018 HON. DAVID LOEBSACK,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11099.41
2018 HON. DAVID N. CICILLINE,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,345.9
2018 HON. DAVID N. CICILLINE,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,164.04
2018 HON. DAVID N. CICILLINE,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12339.89
2018 HON. DAVID N. CICILLINE,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,253233.37
2018 HON. DAVID N. CICILLINE,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3734.65
2018 HON. DAVID N. CICILLINE,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21348.32
2018 HON. DAVID N. CICILLINE,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2254.83
2018 HON. DAVID N. CICILLINE,Q2,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,4.95
2018 HON. DAVID N. CICILLINE,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3268.27
2018 HON. DAVID P. JOYCE,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,-561.62
2018 HON. DAVID P. JOYCE,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,148.81
2018 HON. DAVID P. JOYCE,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11655.11
2018 HON. DAVID P. JOYCE,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,215416.67
2018 HON. DAVID P. JOYCE,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2018.9
2018 HON. DAVID P. JOYCE,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21853.58
2018 HON. DAVID P. JOYCE,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1714.51
2018 HON. DAVID P. JOYCE,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14934.17
2018 HON. DAVID P. ROE,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,591
2018 HON. DAVID P. ROE,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,959.93
2018 HON. DAVID P. ROE,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12505.2
2018 HON. DAVID P. ROE,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,221366.69
2018 HON. DAVID P. ROE,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,548.71
2018 HON. DAVID P. ROE,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13926.92
2018 HON. DAVID P. ROE,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,854.08
2018 HON. DAVID P. ROE,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25311.07
2018 HON. DAVID ROUZER,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588
2018 HON. DAVID ROUZER,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,417.42
2018 HON. DAVID ROUZER,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8655
2018 HON. DAVID ROUZER,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,266485.19
2018 HON. DAVID ROUZER,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,280.47
2018 HON. DAVID ROUZER,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10892.78
2018 HON. DAVID ROUZER,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2419.46
2018 HON. DAVID ROUZER,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18881.59
2018 HON. DAVID SCHWEIKERT,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1182.56
2018 HON. DAVID SCHWEIKERT,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,416.72
2018 HON. DAVID SCHWEIKERT,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6393.03
2018 HON. DAVID SCHWEIKERT,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,237106
2018 HON. DAVID SCHWEIKERT,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2174.07
2018 HON. DAVID SCHWEIKERT,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22643.34
2018 HON. DAVID SCHWEIKERT,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4708.32
2018 HON. DAVID SCHWEIKERT,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,30335.22
2018 HON. DAVID SCOTT,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,715.46
2018 HON. DAVID SCOTT,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,523.07
2018 HON. DAVID SCOTT,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15395.52
2018 HON. DAVID SCOTT,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,238305.6
2018 HON. DAVID SCOTT,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,877.58
2018 HON. DAVID SCOTT,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,42540.5
2018 HON. DAVID SCOTT,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4058.33
2018 HON. DAVID SCOTT,Q2,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,1.45
2018 HON. DAVID SCOTT,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8185.86
2018 HON. DAVID YOUNG,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1019.58
2018 HON. DAVID YOUNG,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6307.12
2018 HON. DAVID YOUNG,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18790
2018 HON. DAVID YOUNG,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,214949.66
2018 HON. DAVID YOUNG,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,199.27
2018 HON. DAVID YOUNG,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23889.99
2018 HON. DAVID YOUNG,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1167.86
2018 HON. DAVID YOUNG,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13135.36
2018 HON. DEBBIE DINGELL,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,957
2018 HON. DEBBIE DINGELL,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,327.12
2018 HON. DEBBIE DINGELL,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5470.05
2018 HON. DEBBIE DINGELL,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,230938.6
2018 HON. DEBBIE DINGELL,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2205
2018 HON. DEBBIE DINGELL,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,32646.48
2018 HON. DEBBIE DINGELL,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2438.26
2018 HON. DEBBIE DINGELL,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8872.65
2018 HON. DEBBIE LESKO,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,904.8
2018 HON. DEBBIE LESKO,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3335
2018 HON. DEBBIE LESKO,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,90958.32
2018 HON. DEBBIE LESKO,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,28127.35
2018 HON. DEBBIE LESKO,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,6920.58
2018 HON. DEBBIE LESKO,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,939.42
2018 HON. DEBBIE LESKO,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4186.95
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,450
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22049.16
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6250.5
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,260118.74
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,855.1
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10272.54
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8710.21
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18372.13
2018 HON. DENNIS A. ROSS,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,508.94
2018 HON. DENNIS A. ROSS,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1528.98
2018 HON. DENNIS A. ROSS,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8264.89
2018 HON. DENNIS A. ROSS,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,190811.05
2018 HON. DENNIS A. ROSS,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,625.11
2018 HON. DENNIS A. ROSS,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22647.68
2018 HON. DENNIS A. ROSS,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2176.89
2018 HON. DENNIS A. ROSS,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27111.96
2018 HON. DENNY HECK,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,256.5
2018 HON. DENNY HECK,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7484.59
2018 HON. DENNY HECK,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. DENNY HECK,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,265988.53
2018 HON. DENNY HECK,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,17965.64
2018 HON. DENNY HECK,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22363.46
2018 HON. DENNY HECK,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9665.94
2018 HON. DENNY HECK,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25468.35
2018 HON. DEREK KILMER,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2131.31
2018 HON. DEREK KILMER,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,761.08
2018 HON. DEREK KILMER,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11625.5
2018 HON. DEREK KILMER,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,213389.44
2018 HON. DEREK KILMER,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1541.36
2018 HON. DEREK KILMER,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25815.87
2018 HON. DEREK KILMER,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3292.62
2018 HON. DEREK KILMER,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19008.48
2018 HON. DEVIN NUNES,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,894
2018 HON. DEVIN NUNES,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13093.83
2018 HON. DEVIN NUNES,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5590.59
2018 HON. DEVIN NUNES,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,194476.66
2018 HON. DEVIN NUNES,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,7670.51
2018 HON. DEVIN NUNES,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23425.86
2018 HON. DEVIN NUNES,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3376.83
2018 HON. DEVIN NUNES,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,26644.8
2018 HON. DIANA DEGETTE,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,975
2018 HON. DIANA DEGETTE,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,124.46
2018 HON. DIANA DEGETTE,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5943.5
2018 HON. DIANA DEGETTE,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,262355.54
2018 HON. DIANA DEGETTE,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,546
2018 HON. DIANA DEGETTE,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29281.93
2018 HON. DIANA DEGETTE,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6022.78
2018 HON. DIANA DEGETTE,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11247.56
2018 HON. DIANE BLACK,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1831
2018 HON. DIANE BLACK,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3212.13
2018 HON. DIANE BLACK,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5584.35
2018 HON. DIANE BLACK,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,179584.16
2018 HON. DIANE BLACK,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,422.35
2018 HON. DIANE BLACK,Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12027.31
2018 HON. DIANE BLACK,Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2107.08
2018 HON. DIANE BLACK,Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6468.54
2018 HON. DINA TITUS,Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,914.66
2018 HON. DINA TITUS,Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1732.7
2018 HON. DINA TITUS,Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6730.77
2018 HON. DINA TITUS,Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,217944.55
2018 HON. DINA TITUS,Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2454.5
