OFFICE,QUARTER,PROGRAM,CATEGORY,AMOUNT
2018 HON. DAVID N. CICILLINE,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2481.49
2018 HON. DAVID N. CICILLINE,Q3,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,0
2018 HON. DAVID N. CICILLINE,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7934.19
2018 HON. DAVID P. JOYCE,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1399.99
2018 HON. DAVID P. JOYCE,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,918.48
2018 HON. DAVID P. JOYCE,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12243.58
2018 HON. DAVID P. JOYCE,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,202459.68
2018 HON. DAVID P. JOYCE,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,699.59
2018 HON. DAVID P. JOYCE,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27173.46
2018 HON. DAVID P. JOYCE,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2468.15
2018 HON. DAVID P. JOYCE,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8510.22
2018 HON. DAVID P. ROE,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,249
2018 HON. DAVID P. ROE,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2651.2
2018 HON. DAVID P. ROE,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10230
2018 HON. DAVID P. ROE,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,223029.16
2018 HON. DAVID P. ROE,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,456.43
2018 HON. DAVID P. ROE,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20008.59
2018 HON. DAVID P. ROE,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1414.37
2018 HON. DAVID P. ROE,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10756.97
2018 HON. DAVID ROUZER,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588
2018 HON. DAVID ROUZER,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,716.89
2018 HON. DAVID ROUZER,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5628
2018 HON. DAVID ROUZER,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,238458.36
2018 HON. DAVID ROUZER,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,490.37
2018 HON. DAVID ROUZER,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15086.03
2018 HON. DAVID ROUZER,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2308.49
2018 HON. DAVID ROUZER,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20758.32
2018 HON. DAVID SCHWEIKERT,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588
2018 HON. DAVID SCHWEIKERT,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,545.06
2018 HON. DAVID SCHWEIKERT,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5852
2018 HON. DAVID SCHWEIKERT,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,258014.37
2018 HON. DAVID SCHWEIKERT,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,631.28
2018 HON. DAVID SCHWEIKERT,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21688.55
2018 HON. DAVID SCHWEIKERT,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3791.24
2018 HON. DAVID SCHWEIKERT,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23336.84
2018 HON. DAVID SCOTT,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,354.96
2018 HON. DAVID SCOTT,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6172.7
2018 HON. DAVID SCOTT,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18981.57
2018 HON. DAVID SCOTT,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,228368.09
2018 HON. DAVID SCOTT,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,12237.89
2018 HON. DAVID SCOTT,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29934.78
2018 HON. DAVID SCOTT,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4901.04
2018 HON. DAVID SCOTT,Q3,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,12.99
2018 HON. DAVID SCOTT,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7909.67
2018 HON. DAVID YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,986.21
2018 HON. DAVID YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22785.19
2018 HON. DAVID YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10595
2018 HON. DAVID YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,209316.34
2018 HON. DAVID YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,877.33
2018 HON. DAVID YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,35166.66
2018 HON. DAVID YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,-184.74
2018 HON. DAVID YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16786.2
2018 HON. DEBBIE DINGELL,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1591.37
2018 HON. DEBBIE DINGELL,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1113.69
2018 HON. DEBBIE DINGELL,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5585.1
2018 HON. DEBBIE DINGELL,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,243783.9
2018 HON. DEBBIE DINGELL,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3886.9
2018 HON. DEBBIE DINGELL,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30502.43
2018 HON. DEBBIE DINGELL,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2314.86
2018 HON. DEBBIE DINGELL,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8960.67
2018 HON. DEBBIE LESKO,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2392.16
2018 HON. DEBBIE LESKO,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,37205.3
2018 HON. DEBBIE LESKO,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15887.58
2018 HON. DEBBIE LESKO,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,204764.78
2018 HON. DEBBIE LESKO,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4087.5
2018 HON. DEBBIE LESKO,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,31449.77
2018 HON. DEBBIE LESKO,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2908.67
2018 HON. DEBBIE LESKO,Q3,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,14.96
2018 HON. DEBBIE LESKO,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7154.94
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,450
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,226.41
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5535
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,257909.32
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,47246.45
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10342.73
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2309.52
2018 HON. DEBBIE WASSERMAN-SCHULTZ,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18045.98
2018 HON. DENNIS A. ROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,0
2018 HON. DENNIS A. ROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,146.04
2018 HON. DENNIS A. ROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7675
2018 HON. DENNIS A. ROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,173594.4
2018 HON. DENNIS A. ROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,916.63
2018 HON. DENNIS A. ROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19599.66
2018 HON. DENNIS A. ROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2670.57
2018 HON. DENNIS A. ROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16445.01
2018 HON. DENNY HECK,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,256.5
2018 HON. DENNY HECK,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,39.93
2018 HON. DENNY HECK,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5700
2018 HON. DENNY HECK,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,267968.11
2018 HON. DENNY HECK,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3038.83
2018 HON. DENNY HECK,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17287.13
2018 HON. DENNY HECK,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6653.54
2018 HON. DENNY HECK,Q3,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,12.6
2018 HON. DENNY HECK,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15580.17
2018 HON. DEREK KILMER,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,12562.93
2018 HON. DEREK KILMER,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,875.36
2018 HON. DEREK KILMER,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. DEREK KILMER,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,257964.8
2018 HON. DEREK KILMER,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,396.78
2018 HON. DEREK KILMER,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20151.05
2018 HON. DEREK KILMER,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2553.2
2018 HON. DEREK KILMER,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13376
2018 HON. DEVIN NUNES,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,894
2018 HON. DEVIN NUNES,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,35167.7
2018 HON. DEVIN NUNES,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5598.58
2018 HON. DEVIN NUNES,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,200260.03
2018 HON. DEVIN NUNES,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,23448.41
2018 HON. DEVIN NUNES,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23066.27
2018 HON. DEVIN NUNES,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2535.69
2018 HON. DEVIN NUNES,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23616.15
2018 HON. DIANA DEGETTE,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,975
2018 HON. DIANA DEGETTE,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,191.21
2018 HON. DIANA DEGETTE,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5942.48
2018 HON. DIANA DEGETTE,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,262683.32
2018 HON. DIANA DEGETTE,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,475.75
2018 HON. DIANA DEGETTE,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28289.34
2018 HON. DIANA DEGETTE,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1423.06
2018 HON. DIANA DEGETTE,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9967.69
2018 HON. DIANE BLACK,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588
2018 HON. DIANE BLACK,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1592.14
2018 HON. DIANE BLACK,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. DIANE BLACK,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,254979.81
2018 HON. DIANE BLACK,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,167.45
2018 HON. DIANE BLACK,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,11024.26
2018 HON. DIANE BLACK,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,585.21
2018 HON. DIANE BLACK,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6683.64
2018 HON. DINA TITUS,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588
2018 HON. DINA TITUS,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,257.1
2018 HON. DINA TITUS,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6365.17
2018 HON. DINA TITUS,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,211750.05
2018 HON. DINA TITUS,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4542.49
2018 HON. DINA TITUS,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18890.66
2018 HON. DINA TITUS,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3546.54
2018 HON. DINA TITUS,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13732.73
2018 HON. DON BACON,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,950.85
2018 HON. DON BACON,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,26521.38
2018 HON. DON BACON,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10940
2018 HON. DON BACON,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,240287.06
2018 HON. DON BACON,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,31410.51
2018 HON. DON BACON,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21489.04
2018 HON. DON BACON,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3715.22
2018 HON. DON BACON,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13698.51
2018 HON. DON YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,148.74
2018 HON. DON YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,427.88
2018 HON. DON YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11180
2018 HON. DON YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,266337.59
2018 HON. DON YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,29.95
2018 HON. DON YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22036.18
2018 HON. DON YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3565.35
2018 HON. DON YOUNG,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,37633.54
2018 HON. DONALD M. PAYNE  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3728.55
2018 HON. DONALD M. PAYNE  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,168.68
2018 HON. DONALD M. PAYNE  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. DONALD M. PAYNE  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,234981.49
2018 HON. DONALD M. PAYNE  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,135.91
2018 HON. DONALD M. PAYNE  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,35304.02
2018 HON. DONALD M. PAYNE  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2830.01
2018 HON. DONALD M. PAYNE  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7339.61
2018 HON. DONALD NORCROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3062.94
2018 HON. DONALD NORCROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,8055.56
2018 HON. DONALD NORCROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5755
2018 HON. DONALD NORCROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,202623.66
2018 HON. DONALD NORCROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,24545.9
2018 HON. DONALD NORCROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29394.76
2018 HON. DONALD NORCROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7779.89
2018 HON. DONALD NORCROSS,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3357.24
2018 HON. DONALD S. BEYER  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,249
2018 HON. DONALD S. BEYER  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,55580.81
2018 HON. DONALD S. BEYER  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5460
2018 HON. DONALD S. BEYER  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,230394.36
2018 HON. DONALD S. BEYER  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,19039
2018 HON. DONALD S. BEYER  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18277.11
2018 HON. DONALD S. BEYER  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2272.56
2018 HON. DONALD S. BEYER  JR.,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,274.2
2018 HON. DORIS MATSUI,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,963.62
2018 HON. DORIS MATSUI,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,260.31
2018 HON. DORIS MATSUI,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8568.81
2018 HON. DORIS MATSUI,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,253992.77
2018 HON. DORIS MATSUI,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,597.5
2018 HON. DORIS MATSUI,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,33465.85
2018 HON. DORIS MATSUI,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1563.64
2018 HON. DORIS MATSUI,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7343.26
2018 HON. DOUG COLLINS,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,720
2018 HON. DOUG COLLINS,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,19318.88
2018 HON. DOUG COLLINS,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7215
2018 HON. DOUG COLLINS,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,235149.83
2018 HON. DOUG COLLINS,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15613.7
2018 HON. DOUG COLLINS,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25376.45
2018 HON. DOUG COLLINS,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2385.95
2018 HON. DOUG COLLINS,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23871.38
2018 HON. DOUG LAMALFA,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1013.34
2018 HON. DOUG LAMALFA,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22182.64
2018 HON. DOUG LAMALFA,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7533.25
2018 HON. DOUG LAMALFA,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,251014.15
2018 HON. DOUG LAMALFA,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20082.98
2018 HON. DOUG LAMALFA,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30102.53
2018 HON. DOUG LAMALFA,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2253.72
2018 HON. DOUG LAMALFA,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22024.79
2018 HON. DOUG LAMBORN,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,917.26
2018 HON. DOUG LAMBORN,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,336.9
2018 HON. DOUG LAMBORN,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5621.25
2018 HON. DOUG LAMBORN,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,194653.23
2018 HON. DOUG LAMBORN,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,282.85
2018 HON. DOUG LAMBORN,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16836.4
2018 HON. DOUG LAMBORN,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1710.56
2018 HON. DOUG LAMBORN,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8390.74
2018 HON. DUNCAN HUNTER,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,713.74
2018 HON. DUNCAN HUNTER,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,14353.78
2018 HON. DUNCAN HUNTER,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6575.74
2018 HON. DUNCAN HUNTER,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,225389.81
2018 HON. DUNCAN HUNTER,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,12185.67
2018 HON. DUNCAN HUNTER,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,34422.83
2018 HON. DUNCAN HUNTER,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4435.17
2018 HON. DUNCAN HUNTER,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14847.14
2018 HON. DWIGHT EVANS,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1681.89
2018 HON. DWIGHT EVANS,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,193.09
2018 HON. DWIGHT EVANS,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7887
2018 HON. DWIGHT EVANS,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,153355.59
2018 HON. DWIGHT EVANS,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2477.28
2018 HON. DWIGHT EVANS,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17697.77
2018 HON. DWIGHT EVANS,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2220.33
2018 HON. DWIGHT EVANS,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7099.62
2018 HON. EARL BLUMENAUER,Q3,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588
2018 HON. EARL BLUMENAUER,Q3,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,211.32
2018 HON. EARL BLUMENAUER,Q3,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8164.77
2018 HON. EARL BLUMENAUER,Q3,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,255558.34
2018 HON. EARL BLUMENAUER,Q3,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,503.78
2018 HON. EARL BLUMENAUER,Q3,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20234.94
2018 HON. EARL BLUMENAUER,Q3,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1837.46
2018 HON. EARL BLUMENAUER,Q3,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11019.73
