OFFICE,QUARTER,PROGRAM,CATEGORY,AMOUNT
2018 HON. DWIGHT EVANS,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5203.99
2018 HON. DWIGHT EVANS,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,167152.84
2018 HON. DWIGHT EVANS,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,330.16
2018 HON. DWIGHT EVANS,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13927.81
2018 HON. DWIGHT EVANS,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,874.77
2018 HON. DWIGHT EVANS,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6472.58
2018 HON. EARL BLUMENAUER,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588
2018 HON. EARL BLUMENAUER,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,23991.47
2018 HON. EARL BLUMENAUER,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11594.97
2018 HON. EARL BLUMENAUER,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,245818.82
2018 HON. EARL BLUMENAUER,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,28765.93
2018 HON. EARL BLUMENAUER,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18912.92
2018 HON. EARL BLUMENAUER,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2662.39
2018 HON. EARL BLUMENAUER,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3581.73
"2018 HON. EARL L. ""BUDDY"" CARTER",Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,381.75
"2018 HON. EARL L. ""BUDDY"" CARTER",Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,18736.27
"2018 HON. EARL L. ""BUDDY"" CARTER",Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3720
"2018 HON. EARL L. ""BUDDY"" CARTER",Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,190321.64
"2018 HON. EARL L. ""BUDDY"" CARTER",Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,26115.07
"2018 HON. EARL L. ""BUDDY"" CARTER",Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18032.47
"2018 HON. EARL L. ""BUDDY"" CARTER",Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2445.76
"2018 HON. EARL L. ""BUDDY"" CARTER",Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17007.22
2018 HON. ED PERLMUTTER,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,819.75
2018 HON. ED PERLMUTTER,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2900.2
2018 HON. ED PERLMUTTER,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6375
2018 HON. ED PERLMUTTER,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,217803.29
2018 HON. ED PERLMUTTER,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20666.41
2018 HON. ED PERLMUTTER,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22867
2018 HON. ED PERLMUTTER,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2944.55
2018 HON. ED PERLMUTTER,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10586.85
2018 HON. EDDIE BERNICE JOHNSON,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,532.76
2018 HON. EDDIE BERNICE JOHNSON,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,176.75
2018 HON. EDDIE BERNICE JOHNSON,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3720
2018 HON. EDDIE BERNICE JOHNSON,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,152612.67
2018 HON. EDDIE BERNICE JOHNSON,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,194.27
2018 HON. EDDIE BERNICE JOHNSON,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,34875.82
2018 HON. EDDIE BERNICE JOHNSON,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3899.37
2018 HON. EDDIE BERNICE JOHNSON,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8292.08
2018 HON. EDWARD R. ROYCE,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2140.26
2018 HON. EDWARD R. ROYCE,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,57.47
2018 HON. EDWARD R. ROYCE,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7101.45
2018 HON. EDWARD R. ROYCE,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,192160.23
2018 HON. EDWARD R. ROYCE,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,740.9
2018 HON. EDWARD R. ROYCE,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29137.63
2018 HON. EDWARD R. ROYCE,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6405.42
2018 HON. EDWARD R. ROYCE,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14777.21
2018 HON. ELEANOR HOLMES NORTON,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1176
2018 HON. ELEANOR HOLMES NORTON,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,58.18
2018 HON. ELEANOR HOLMES NORTON,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10662.12
2018 HON. ELEANOR HOLMES NORTON,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,231790.51
2018 HON. ELEANOR HOLMES NORTON,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,239.7
2018 HON. ELEANOR HOLMES NORTON,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30691.26
2018 HON. ELEANOR HOLMES NORTON,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2647.55
2018 HON. ELEANOR HOLMES NORTON,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,818.2
2018 HON. ELIJAH E. CUMMINGS,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,828
2018 HON. ELIJAH E. CUMMINGS,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,515.92
2018 HON. ELIJAH E. CUMMINGS,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10005
2018 HON. ELIJAH E. CUMMINGS,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,231265.06
2018 HON. ELIJAH E. CUMMINGS,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30964.39
2018 HON. ELIJAH E. CUMMINGS,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4502.88
2018 HON. ELIJAH E. CUMMINGS,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,172.57
2018 HON. ELIOT L. ENGEL,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,510.3
2018 HON. ELIOT L. ENGEL,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1464.94
2018 HON. ELIOT L. ENGEL,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5140
2018 HON. ELIOT L. ENGEL,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,201817.78
2018 HON. ELIOT L. ENGEL,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6.5
2018 HON. ELIOT L. ENGEL,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22472.14
2018 HON. ELIOT L. ENGEL,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1834.03
2018 HON. ELIOT L. ENGEL,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1270.97
2018 HON. ELISE M. STEFANIK,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,714.39
2018 HON. ELISE M. STEFANIK,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3107.7
2018 HON. ELISE M. STEFANIK,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. ELISE M. STEFANIK,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,206502.75
2018 HON. ELISE M. STEFANIK,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,234.41
2018 HON. ELISE M. STEFANIK,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14489.1
2018 HON. ELISE M. STEFANIK,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2556.58
2018 HON. ELISE M. STEFANIK,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1905.94
2018 HON. ELIZABETH H. ESTY,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1143.99
2018 HON. ELIZABETH H. ESTY,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,460.34
2018 HON. ELIZABETH H. ESTY,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5388
2018 HON. ELIZABETH H. ESTY,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,233392.8
2018 HON. ELIZABETH H. ESTY,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,691.31
2018 HON. ELIZABETH H. ESTY,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10164.22
2018 HON. ELIZABETH H. ESTY,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2076.71
2018 HON. ELIZABETH H. ESTY,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13130.76
2018 HON. EMANUEL CLEAVER,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1057.28
2018 HON. EMANUEL CLEAVER,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,381.13
2018 HON. EMANUEL CLEAVER,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10172.58
2018 HON. EMANUEL CLEAVER,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,240784.47
2018 HON. EMANUEL CLEAVER,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6.4
2018 HON. EMANUEL CLEAVER,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29519.96
2018 HON. EMANUEL CLEAVER,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2124.55
2018 HON. EMANUEL CLEAVER,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10349.37
"2018 HON. ERIC A. ""RICK"" CRAWFORD",Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,228
"2018 HON. ERIC A. ""RICK"" CRAWFORD",Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,531.84
"2018 HON. ERIC A. ""RICK"" CRAWFORD",Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3717.74
"2018 HON. ERIC A. ""RICK"" CRAWFORD",Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,235108.52
"2018 HON. ERIC A. ""RICK"" CRAWFORD",Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,271.53
"2018 HON. ERIC A. ""RICK"" CRAWFORD",Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16780.78
"2018 HON. ERIC A. ""RICK"" CRAWFORD",Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6618.47
"2018 HON. ERIC A. ""RICK"" CRAWFORD",Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10440.41
2018 HON. ERIC SWALWELL,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,411
2018 HON. ERIC SWALWELL,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,14334.64
2018 HON. ERIC SWALWELL,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4280.24
2018 HON. ERIC SWALWELL,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,226757.31
2018 HON. ERIC SWALWELL,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2639.84
2018 HON. ERIC SWALWELL,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15285.87
2018 HON. ERIC SWALWELL,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1439.07
2018 HON. ERIC SWALWELL,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,668.44
2018 HON. ERIK PAULSEN,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,486.55
2018 HON. ERIK PAULSEN,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7725
2018 HON. ERIK PAULSEN,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,198900.46
2018 HON. ERIK PAULSEN,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,647.5
2018 HON. ERIK PAULSEN,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24090.08
2018 HON. ERIK PAULSEN,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2889.83
2018 HON. ERIK PAULSEN,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8997.05
2018 HON. EVAN H. JENKINS,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,982.5
2018 HON. EVAN H. JENKINS,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7734.89
2018 HON. EVAN H. JENKINS,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5742.8
2018 HON. EVAN H. JENKINS,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,184447.89
2018 HON. EVAN H. JENKINS,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,353.74
2018 HON. EVAN H. JENKINS,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16914.35
2018 HON. EVAN H. JENKINS,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2690.09
2018 HON. EVAN H. JENKINS,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12763.43
2018 HON. F. JAMES SENSENBRENNER  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1698.24
2018 HON. F. JAMES SENSENBRENNER  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,20774.72
2018 HON. F. JAMES SENSENBRENNER  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5840
2018 HON. F. JAMES SENSENBRENNER  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,214339.97
2018 HON. F. JAMES SENSENBRENNER  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10874.98
2018 HON. F. JAMES SENSENBRENNER  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1085.15
2018 HON. F. JAMES SENSENBRENNER  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7426.58
2018 HON. FILEMON VELA,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,272.7
2018 HON. FILEMON VELA,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,68.48
2018 HON. FILEMON VELA,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11629.37
2018 HON. FILEMON VELA,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,234861.1
2018 HON. FILEMON VELA,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,256.3
2018 HON. FILEMON VELA,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17609.16
2018 HON. FILEMON VELA,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2788.4
2018 HON. FILEMON VELA,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19031.07
2018 HON. FRANCIS ROONEY,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,655.8
2018 HON. FRANCIS ROONEY,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,32309.93
2018 HON. FRANCIS ROONEY,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3570
2018 HON. FRANCIS ROONEY,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,218845.44
2018 HON. FRANCIS ROONEY,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,56476.65
2018 HON. FRANCIS ROONEY,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,7244.27
2018 HON. FRANCIS ROONEY,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4668.17
2018 HON. FRANCIS ROONEY,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4990.17
2018 HON. FRANK A. LOBIONDO,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,669
2018 HON. FRANK A. LOBIONDO,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,474.05
2018 HON. FRANK A. LOBIONDO,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580
2018 HON. FRANK A. LOBIONDO,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,228122.73
2018 HON. FRANK A. LOBIONDO,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,115.44
2018 HON. FRANK A. LOBIONDO,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15228.94
2018 HON. FRANK A. LOBIONDO,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,359.81
2018 HON. FRANK A. LOBIONDO,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3098.75
2018 HON. FRANK D. LUCAS,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,416.6
2018 HON. FRANK D. LUCAS,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-29.06
2018 HON. FRANK D. LUCAS,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3960
2018 HON. FRANK D. LUCAS,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,233709.17
2018 HON. FRANK D. LUCAS,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16604.98
2018 HON. FRANK D. LUCAS,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2970.45
2018 HON. FRANK D. LUCAS,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21310.62
2018 HON. FRANK PALLONE  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1024.24
2018 HON. FRANK PALLONE  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,56.1
2018 HON. FRANK PALLONE  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5355
2018 HON. FRANK PALLONE  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,208163.15
2018 HON. FRANK PALLONE  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5294.71
2018 HON. FRANK PALLONE  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24007.45
2018 HON. FRANK PALLONE  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,599.01
2018 HON. FRANK PALLONE  JR.,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2146.8
2018 HON. FRED UPTON,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,532.89
2018 HON. FRED UPTON,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,78.4
2018 HON. FRED UPTON,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6759.32
2018 HON. FRED UPTON,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,251590.12
2018 HON. FRED UPTON,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,538.9
2018 HON. FRED UPTON,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15829.64
2018 HON. FRED UPTON,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2226.76
2018 HON. FRED UPTON,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6041.98
2018 HON. FREDERICA S. WILSON,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2592.3
2018 HON. FREDERICA S. WILSON,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,55.18
2018 HON. FREDERICA S. WILSON,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3720
2018 HON. FREDERICA S. WILSON,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,238464.69
2018 HON. FREDERICA S. WILSON,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1216.56
2018 HON. FREDERICA S. WILSON,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27449.59
2018 HON. FREDERICA S. WILSON,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4723.46
2018 HON. FREDERICA S. WILSON,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,24744.87
2018 HON. G.K. BUTTERFIELD,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,360
2018 HON. G.K. BUTTERFIELD,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,66.15
2018 HON. G.K. BUTTERFIELD,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4920
2018 HON. G.K. BUTTERFIELD,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,245606.85
2018 HON. G.K. BUTTERFIELD,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,72.56
2018 HON. G.K. BUTTERFIELD,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16463.71
2018 HON. G.K. BUTTERFIELD,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1909.07
2018 HON. G.K. BUTTERFIELD,Q1,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,37.83
2018 HON. G.K. BUTTERFIELD,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5087.74
2018 HON. GARRET GRAVES,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,246.06
2018 HON. GARRET GRAVES,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,18256.13
2018 HON. GARRET GRAVES,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6797.73
2018 HON. GARRET GRAVES,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,192685.98
2018 HON. GARRET GRAVES,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,826.64
2018 HON. GARRET GRAVES,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12500.07
2018 HON. GARRET GRAVES,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4686.01
2018 HON. GARRET GRAVES,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11105.57
2018 HON. GARY J. PALMER,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1056.99
2018 HON. GARY J. PALMER,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,239.62
2018 HON. GARY J. PALMER,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3720
2018 HON. GARY J. PALMER,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,207222.22
2018 HON. GARY J. PALMER,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,289.98
2018 HON. GARY J. PALMER,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12820.89
2018 HON. GARY J. PALMER,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1020.92
2018 HON. GARY J. PALMER,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6541.08
2018 HON. GENE GREEN,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,570.53
2018 HON. GENE GREEN,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,37.16
2018 HON. GENE GREEN,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4742.75
2018 HON. GENE GREEN,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,192737.06
2018 HON. GENE GREEN,Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,245.87
2018 HON. GENE GREEN,Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13678.83
2018 HON. GENE GREEN,Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1445.02
2018 HON. GENE GREEN,Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11631.99
2018 HON. GEORGE HOLDING,Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,610.2
2018 HON. GEORGE HOLDING,Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,311.71
2018 HON. GEORGE HOLDING,Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,4706.32
2018 HON. GEORGE HOLDING,Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,229400.46
